,text,dataset,aspect_str,aspects
21,"the O backlight B-aspect on O the O phone O goes O off O way O too O quickly O dangerous O when O you O 're O driving O at O night O , O and O there O 's O no O way O to O change O this O -- O",Nokia 6610.txt,backlight[-1],['backlight']
22,i O checked O with O nokia O . O,Nokia 6610.txt,,[]
23,"the O buttons O on O the O phone O are O small O , O even O for O my O small O fingertips O , O but O you O get O used O to O them O rather O quickly O . O",Nokia 6610.txt,button[-1],['button']
24,"the O menu B-aspect options I-aspect are O uncreative O , O as O you O can O 't O see O a O full O screen O of O menu O items O to O pick O from O ; O you O have O to O scroll O up O and O down O to O find O what O you O 're O looking O for O yes O , O this O is O minor O , O but O not O when O you O 're O trying O to O keep O your O eye O on O the O road O ! O . O",Nokia 6610.txt,menu options[-1],['menu options']
25,more O downside O to O this O phone O ? O,Nokia 6610.txt,,[]
26,the O volume B-aspect . O,Nokia 6610.txt,volume[-2],['volume']
27,oh O my O goodness O -- O,Nokia 6610.txt,,[]
28,i O have O excellent O hearing O but O the O volume B-aspect level O on O this O phone O is O especially O quiet O . O,Nokia 6610.txt,volume[-2],['volume']
29,forget O talking O on O it O in O public O -- O you O just O can O 't O hear O the O other O person O ! O,Nokia 6610.txt,,[]
30,"on O the O up-side O , O the O phone O has O amazing O battery B-aspect life I-aspect . O",Nokia 6610.txt,battery life[+3],['battery life']
31,"i O do O like O this O phone B-aspect overall O would O give O it O a O 3.5 O , O but O unforutnately O , O i O am O returning O it O . O",Nokia 6610.txt,phone[+2],['phone']
32,i O was O surprised O by O t-mobile O 's O service O . O,Nokia 6610.txt,,[]
33,"i O assumed O they O had O exceptional O service O , O but O their O reception O in O my O area O los O angeles O is O horrendous O . O",Nokia 6610.txt,t-mobile reception[-3],['t-mobile reception']
34,they O piggy-back O on O cingular O 's O service O . O,Nokia 6610.txt,,[]
35,"also O , O their O t-zones O , O although O cheap O $ O 4.99 O / O mo O . O never O works O . O",Nokia 6610.txt,t-zone[-3],['t-zone']
36,"since O i O received O the O phone O , O i O spent O countless O hours O on O the O phone O with O customer B-aspect service I-aspect reps O who O promised O t-zones O would O work O `` O in O 24 O hours O `` O . O",Nokia 6610.txt,customer service[-2],['customer service']
37,"i O must O have O heard O this O about O a O dozen O times O over O the O span O of O 2 O weeks O , O when O t-zones O never O worked O . O",Nokia 6610.txt,t-zone[-2],['t-zone']
38,24 O hours O ? O,Nokia 6610.txt,,[]
39,by O what O time O standards O -- O martian O ? O,Nokia 6610.txt,,[]
40,"apparently O , O t-mobile B-aspect is O heavily O back-logged O and O can O 't O keep O up O with O demands O . O",Nokia 6610.txt,t-mobile[-2],['t-mobile']
41,"also O , O they O 'd O forgotten O to O add O `` O wap O `` O capability O to O my O service O duh O , O so O that O took O another O 4-5 O days O of O figuring O out O . O",Nokia 6610.txt,,[]
42,"in O all O fairness O , O customer O reps O are O very O nice O , O and O they O most O of O them O try O hard O to O answer O your O questions O . O",Nokia 6610.txt,customer rep[+2],['customer rep']
43,"but O they O do O have O this O annoying O habit O of O asking O you O if O they O 've O answered O all O your O questions O , O even O if O they O did O n't O , O to O which O they O always O seem O to O expect O a O `` O yes O `` O answer O from O you O . O",Nokia 6610.txt,,[]
44,"i O realize O this O is O for O quality O assurance O purposes O , O but O i O should O have O the O right O to O say O when O my O questions O have O not O been O answered O i.e O . O me O : O",Nokia 6610.txt,,[]
45,"`` O when O will O my O t-zones O work O ? O `` O , O csr O : O",Nokia 6610.txt,,[]
46,`` O i O 'm O not O sure O `` O . O . O,Nokia 6610.txt,,[]
47,"umm O , O well O , O thanks O for O nothing O . O",Nokia 6610.txt,,[]
48,"this O one O csr O insisted O on O trying O to O get O me O to O say O that O he O 'd O answered O all O my O questions O same O interaction O as O i O just O described O , O and O well O .. O . O",Nokia 6610.txt,,[]
49,that O was O annoying O . O,Nokia 6610.txt,,[]
50,"t-mobile O is O trying O very O hard O , O and O again O -- O they O do O have O pretty O good O csr B-aspect 's O . O",Nokia 6610.txt,csr[+1],['csr']
51,"however O , O the O calls O constantly O drop O in O my O area O and O i O experince O mega-static O , O to O the O point O where O i O 'd O have O to O dial O numbers O 6-7 O times O to O get O a O clear O line O . O",Nokia 6610.txt,call[-2],['call']
52,and O no O t-zones O . O,Nokia 6610.txt,,[]
53,so O what O 's O the O point O ? O,Nokia 6610.txt,,[]
54,"i O 'm O staying O with O sprint B-aspect , O and O though O i O fear O that O their O csr O is O n't O nearly O as O good O as O t-mobile O 's O , O the O clarity O of O their O reception O is O exceptional O . O",Nokia 6610.txt,sprint[+1],['sprint']
55,i O 've O bought O the O very O expensive O sanyo O 5500/vm4500 O -- O which O i O love O -- O and O i O 'm O okay O with O my O services O . O,Nokia 6610.txt,,[]
56,guess O all O that O glitters O is O not O gold O . O,Nokia 6610.txt,,[]
57,it O was O worth O a O shot O -- O too O bad O it O did O n't O work O out O . O,Nokia 6610.txt,,[]
58,hope O someone O else O has O better O luck O ! O,Nokia 6610.txt,,[]
59,i O bought O one O of O these O phones O in O kuwait O to O use O with O the O mtc O prepaid O telephone O service O ez O because O i O would O be O able O to O use O it O when O i O return O to O the O states O with O t-mobile O . O,Nokia 6610.txt,,[]
60,recently O i O accidently O washed O my O telephone O with O my O laundry O through O two O complete O 18 O minute O wash O cycles O of O a O washing O machine O . O,Nokia 6610.txt,,[]
61,"disgusted O with O myself O after O i O found O the O phone O in O the O bottom O of O the O washing O machine O , O i O was O about O to O throw O it O away O when O one O of O my O fellow O soldiers O asked O if O he O could O dry O it O out O for O me O in O an O effort O to O revive O the O phone O . O",Nokia 6610.txt,,[]
62,two O days O later O the O phone O was O returned O to O me O in O complete O working O order O . O,Nokia 6610.txt,,[]
63,"while O i O like O the O performance O of O the O phone O in O every O regard O , O i O would O buy O another O one O solely O upon O the O apparent O indestructibility O of O it O . O",Nokia 6610.txt,phone performance[+3],['phone performance']
64,i O highly O recommend O a O nokia B-aspect 6610 O . O,Nokia 6610.txt,nokia[+3],['nokia']
65,"i O 've O had O an O assortment O of O cell O phones O over O the O years O motorola O , O sony O ericsson O , O nokia O etc O . O and O in O my O opinion O , O nokia O has O the O best O menus O and O promps O hands O down O . O",Nokia 6610.txt,,[]
66,no O other O color O phone O has O the O combination O of O features O that O the O 6610 O offers O . O,Nokia 6610.txt,feature[+2],['feature']
67,"from O the O speakerphone B-aspect that O can O be O used O up O to O 15 O feet O away O with O clarity O , O to O the O downloadable O poly-graphic O megatones O that O adds O a O personal O touch O to O this O nifty O phone O . O",Nokia 6610.txt,speakerphone[+2],['speakerphone']
68,"whether O you O 're O taking O a O brisk O jog O , O waiting O for O a O bus O or O just O having O lunch O at O the O park O , O you O 'll O be O glad O you O had O the O fm O radio B-aspect . O",Nokia 6610.txt,radio[+2],['radio']
69,"wish O it O were O a O flip O phone O , O but O thats O not O a O deal O breaker O ! O",Nokia 6610.txt,,[]
70,i O have O had O this O phone O for O about O 5 O months O . O,Nokia 6610.txt,,[]
71,i O treat O the O battery B-aspect well O and O it O has O lasted O . O,Nokia 6610.txt,battery[+2],['battery']
72,"at O my O heaviest O usage O , O i O must O recharge O after O 3 O days O . O",Nokia 6610.txt,,[]
73,it O lasts O about O 5 O days O otherwise O and O has O lasted O up O to O 10 O when O i O was O making O very O few O calls O . O,Nokia 6610.txt,,[]
74,signal O strength O will O affect O the O battery O life O . O,Nokia 6610.txt,,[]
75,frequent O signal O searches O eat O up O battery O power O . O,Nokia 6610.txt,,[]
76,"i O took O great O care O of O the O screen O , O till O i O realized O that O the O part O that O might O get O scratched O is O part O of O the O cover O . O",Nokia 6610.txt,,[]
77,i O can O replace O that O if O the O scratch O is O unbearable O to O look O at O . O,Nokia 6610.txt,,[]
78,the O volume B-aspect level O of O the O phone O is O not O all O that O good O . O,Nokia 6610.txt,volume[-2],['volume']
79,"some O of O the O higher O pitched O rings O are O very O easy O to O hear O , O but O not O easy O to O listen O to O . O",Nokia 6610.txt,ring[-1],['ring']
80,the O more O subtle O tones O that O were O included O with O the O phone O are O hard O to O hear O at O times O . O,Nokia 6610.txt,tone[-2],['tone']
81,the O vibration B-aspect is O not O top O . O,Nokia 6610.txt,vibration[-1],['vibration']
82,"it O is O a O teeny O phone O , O so O it O is O hard O to O put O a O big O mechanism O in O . O",Nokia 6610.txt,,[]
83,"i O do O n't O use O the O vibration O , O because O it O is O often O easier O to O hear O it O vibrate O then O to O feel O it O . O",Nokia 6610.txt,,[]
84,vibration O was O not O even O listed O as O a O feature O when O i O purchased O this O . O,Nokia 6610.txt,,[]
85,so O it O was O no O loss O . O,Nokia 6610.txt,,[]
86,overall O this O has O been O my O favorite O phone B-aspect that O i O have O owned O . O,Nokia 6610.txt,phone[+2],['phone']
87,"great O battery B-aspect life I-aspect , O perfect O size B-aspect , O but O a O tid O bit O quieter O than O i O would O like O . O",Nokia 6610.txt,"battery life[+2],size[+2],volume[-1][u]","['battery life', 'size', 'volume']"
88,i O do O hope O that O they O offer O more O faceplate O options O . O,Nokia 6610.txt,,[]
89,i O am O bored O with O the O silver O look B-aspect . O,Nokia 6610.txt,look[-1][u],['look']
90,it O has O a O nice O color B-aspect screen I-aspect . O,Nokia 6610.txt,color screen[+2],['color screen']
91,it O is O small O . O,Nokia 6610.txt,size[+1][u],['size']
92,"radio B-aspect is O awsome O , O but O it O does O n't O work O unless O you O have O the O earpice O in O . O",Nokia 6610.txt,"radio[+2], radio[-1]","['radio', 'radio']"
93,"that O is O a O major O minus O , O but O its O not O that O bad O . O",Nokia 6610.txt,,[]
94,t-mobile B-aspect was O a O pretty O good O server O . O,Nokia 6610.txt,t-mobile[+2],['t-mobile']
95,it O has O 2 O games O . O,Nokia 6610.txt,,[]
96,they O are O not O wowable O good O . O,Nokia 6610.txt,game[-2][p],['game']
97,you O have O to O buy O better O ones O . O,Nokia 6610.txt,,[]
98,it O also O does O n't O have O voice O activated O dialing O . O big O minus O ! O ! O,Nokia 6610.txt,voice dialing[-2],['voice dialing']
99,"this O is O a O very O nice O phone B-aspect , O but O there O is O no O warranty B-aspect on O it O . O",Nokia 6610.txt,"phone[+2],warranty[-2]","['phone', 'warranty']"
100,nokia O will O not O cover O phones O bought O from O amazon O . O,Nokia 6610.txt,,[]
101,we O got O two O phones O for O the O t-mobile O family O plan O indeed O very O easy O to O switch O to O the O family O plan O and O one O came O with O a O broken O headphone B-aspect can O hear O but O can O not O be O heard O and O one O died O today O after O less O than O two O weeks O of O use O . O,Nokia 6610.txt,phone[-2],['phone']
102,i O 'll O see O how O much O help O i O can O get O from O amazon O and O report O back O . O,Nokia 6610.txt,,[]
103,i O upgraded O to O a O 6610 O at O my O local O t-mobile O store O . O,Nokia 6610.txt,,[]
104,"when O i O got O it O home O , O i O discovered O that O the O menu O options O for O sending O messages O via O either O text O or O email O simply O were O n't O there O : O",Nokia 6610.txt,message[-2],['message']
105,it O defaulted O to O unchangeable O email O . O,Nokia 6610.txt,,[]
106,"so O i O spent O half O an O hour O on O the O phone O with O tech O support O , O only O to O have O the O online O tech O person O pull O one O off O the O shelf O and O tell O me O he O had O the O same O problem O . O",Nokia 6610.txt,,[]
107,"i O returned O to O the O store O , O whereupon O the O clerk O insisted O that O he O could O make O it O work O ; O he O could O n't O . O",Nokia 6610.txt,,[]
108,"he O spent O another O half O hour O on O the O phone O with O tech O support O , O to O no O avail O . O",Nokia 6610.txt,,[]
109,"so O i O had O to O give O up O and O return O it O , O having O lost O about O 4 O hours O . O",Nokia 6610.txt,,[]
110,"while O i O had O the O phone O , O the O positive O features O were O : O good O sound B-aspect quality I-aspect and O an O excellent O fm B-aspect phone O and O earpiece B-aspect . O",Nokia 6610.txt,"sound quality[+2], fm[+1], earpiece[+1]","['sound quality', 'fm', 'earpiece']"
111,"negative O : O impossibly O tiny O and O difficult O to O operate B-aspect , O barely O visible O , O power O button B-aspect . O",Nokia 6610.txt,"size[-2][u], operate[-2][u], button[-2]","['size', 'operate', 'button']"
112,poor O visibility O on O the O keys O . O,Nokia 6610.txt,key[-2],['key']
113,you O have O to O tilt O the O phone O around O to O catch O the O light O on O them O . O,Nokia 6610.txt,,[]
114,the O title O says O it O all O ... O,Nokia 6610.txt,,[]
115,the O two O biggest O things O is O the O excellent O working O speakerphone B-aspect `` O unlike O the O nokia O 3650 O `` O and O the O superb O reception B-aspect nokia O is O known O for O in O the O gsm O phones O they O make O ... O,Nokia 6610.txt,"speakerphone[+3], reception[+2]","['speakerphone', 'reception']"
116,only O con O i O can O think O of O is O no O camera B-aspect ... O . O,Nokia 6610.txt,camera[-1],['camera']
117,no O big O deal O for O the O size O . O . O,Nokia 6610.txt,,[]
118,this O phone B-aspect is O a O winner O ... O,Nokia 6610.txt,phone[+2],['phone']
119,"anything O this O phone B-aspect does O , O it O does O perfectly O . O",Nokia 6610.txt,phone[+3],['phone']
120,"the O speakerphone B-aspect , O the O radio B-aspect , O all O features O work O perfectly O . O",Nokia 6610.txt,"speakerphone[+3],radio[+3]","['speakerphone', 'radio']"
121,the O speakerphone O : O,Nokia 6610.txt,,[]
122,this O phone O has O a O very O cool O and O useful O feature O -- O the O speakerphone B-aspect . O,Nokia 6610.txt,speakerphone[+3],['speakerphone']
123,as O said O before O this O works O perfectly O . O,Nokia 6610.txt,speakerphone[+3][p],['speakerphone']
124,you O can O adjust O the O volume B-aspect to O be O heard O anywhere O or O so O that O it O does O n't O make O that O big O of O a O disturbance O . O,Nokia 6610.txt,volume[+1],['volume']
125,the O person O on O the O other O end O of O the O call O can O hear O you O perfectly O . O,Nokia 6610.txt,speakerphone[+1][u],['speakerphone']
126,you O can O be O up O to O about O 3 O feet O away O from O it O and O it O will O still O work O perfectly O . O,Nokia 6610.txt,speakerphone[+3][u],['speakerphone']
127,"only O one O complaint O about O the O speakerphone B-aspect , O you O can O only O activate O the O speakerphone B-aspect feature O once O the O person O you O are O calling O answers O the O phone O , O not O while O it O is O ringing O . O",Nokia 6610.txt,speakerphone[-1],['speakerphone']
128,the O radio O : O,Nokia 6610.txt,,[]
129,this O phone O is O one O of O the O few O phones O that O have O an O fm O radio B-aspect tuner O built O in O . O,Nokia 6610.txt,radio[+2],['radio']
130,"this O radio B-aspect receives O fairly O decent O reception O but O not O nearly O as O good O as O a O normal O radio B-aspect , O but O as O long O as O the O stations O are O coming O in O clearly O the O phone O 's O radio B-aspect should O work O perfectly O . O",Nokia 6610.txt,radio[+2],['radio']
131,tri-band O : O,Nokia 6610.txt,,[]
132,"one O highly O beneficial O feature B-aspect of O this O phone O at O least O to O me O is O that O it O can O be O used O anywhere O in O the O world O except O a O few O countries O that O do O not O use O gsm O , O a O few O in O asia O . O",Nokia 6610.txt,feature,['feature']
133,i O bought O this O phone B-aspect for O my O trip O to O south O africa O and O it O worked O almost O perfectly O . O,Nokia 6610.txt,phone[+2],['phone']
134,the O only O problem O i O had O was O a O small O glitch O with O t-mobile B-aspect . O,Nokia 6610.txt,t-mobile[-1],['t-mobile']
135,anywhere O i O went O in O south O africa O this O phone O received O full O bar O reception B-aspect . O,Nokia 6610.txt,reception[+3],['reception']
136,"if O it O worked O like O that O in O south O africa O , O i O imagine O it O would O just O work O without O a O hitch O in O europe O . O",Nokia 6610.txt,,[]
137,sold O in O other O parts O of O the O world O : O,Nokia 6610.txt,,[]
138,another O benefit O of O this O phone B-aspect is O that O it O is O truly O an O international O phone B-aspect ; O the O 6610 O is O sold O in O almost O everywhere O in O the O world O . O,Nokia 6610.txt,phone[+2],['phone']
139,this O means O that O there O is O a O good O chance O that O this O phone B-aspect will O not O break O easily O like O typical O american O phones O . O,Nokia 6610.txt,phone[+2],['phone']
140,"or O on O the O rare O occasion O it O does O you O can O bring O it O into O any O t-mobile O store O , O which O are O located O in O many O countries O in O europe O . O",Nokia 6610.txt,,[]
141,i O can O not O stress O enough O how O big O of O a O benefit O it O is O to O have O a O european O phone O and O a O european O company O providing O your O cell O phone O service O . O,Nokia 6610.txt,,[]
142,able O to O use O service O in O another O country O : O,Nokia 6610.txt,,[]
143,"if O you O decide O to O go O to O another O country O for O an O extended O period O of O time O , O you O can O just O buy O a O sim O card O from O a O service O provider O in O that O country O . O",Nokia 6610.txt,,[]
144,you O would O then O have O a O phone O number O in O that O country O and O not O have O to O pay O for O international O roaming O in O that O country O . O,Nokia 6610.txt,,[]
145,size O and O weight O : O,Nokia 6610.txt,,[]
146,"when O you O put O this O phone O in O your O pocket O you O forget O it O is O there O ; O it O is O unbelievably O small O and O oh O , O so O light O . O",Nokia 6610.txt,"size[+2],weight[+2]","['size', 'weight']"
147,"this O is O a O benefit O for O many O reasons O ; O one O being O just O for O appearance O , O your O pants O wo O n't O be O bulging O with O this O phone O in O your O pocket O . O",Nokia 6610.txt,size[+2],['size']
148,battery O life O : O,Nokia 6610.txt,,[]
149,the O battery B-aspect life I-aspect on O this O phone O is O surreal O . O,Nokia 6610.txt,battery life[+3],['battery life']
150,"it O lasts O , O truly O , O 7 O days O on O standby O . O",Nokia 6610.txt,,[]
151,i O 've O used O the O speakerphone O for O almost O two O hours O once O and O the O battery B-aspect did O not O even O go O down O one O single O bar O . O,Nokia 6610.txt,battery[+2],['battery']
152,it O is O amazing O that O the O battery B-aspect lasts O so O long O when O the O phone O is O so O small O and O light O . O,Nokia 6610.txt,battery[+2],['battery']
153,"this O phone B-aspect has O many O other O features O , O ir O , O ; O just O to O name O one O , O the O features O above O i O view O as O the O most O beneficial O . O",Nokia 6610.txt,phone[+2],['phone']
154,"the O phone O has O a O few O minor O inconveniences O , O but O only O because O it O lacks O those O features O , O bluetooth B-aspect and O high O spend O internet O , O but O there O are O very O few O problems O with O things O that O you O expected O this O phone O to O do O . O",Nokia 6610.txt,"bluetooth[-1],high speed internet[-1]","['bluetooth', 'high speed internet']"
155,"overall O , O i O highly O recommend O this O phone B-aspect . O",Nokia 6610.txt,phone[+3],['phone']
156,it O is O a O perfect O phone B-aspect in O such O a O small O and O appealing O package O . O,Nokia 6610.txt,phone[+3],['phone']
157,i O love O the O pros O and O cons O reviews O so O here O ya O go O : O,Nokia 6610.txt,,[]
158,size B-aspect - O extremely O small O and O convenient O will O fit O in O your O pocket O and O not O bother O you O . O,Nokia 6610.txt,size[+3],['size']
159,"sound O - O excellent O polyphonic O ringing O tones O are O very O nice O check O cons O it O also O doubles O as O a O radio B-aspect , O which O is O a O nice O feature O when O you O are O bored O . O",Nokia 6610.txt,"ringing tone[+3],radio[+2]","['ringing tone', 'radio']"
160,speakerphone B-aspect - O loud O and O clear O has O some O nice O extra O features O like O currency O converter O and O a O stopwatch O . O,Nokia 6610.txt,speakerphone[+2],['speakerphone']
161,"surfing O the O web B-aspect on O it O is O nice O as O well O , O i O just O wish O there O were O more O wap O pages O available O . O",Nokia 6610.txt,web[+2],['web']
162,"ring O tones O only O come O with O crazy O songs O and O annoying O rings O , O there O is O only O one O ring O that O sounds O close O to O a O regular O ring O . O",Nokia 6610.txt,ring tone[-2],['ring tone']
163,the O screen B-aspect is O easily O scratched O but O if O you O have O the O warranty O you O should O be O able O to O swap O it O out O . O,Nokia 6610.txt,screen[-2],['screen']
164,games O kind O of O stink O and O you O cant O download O them O you O have O to O get O the O link O cable O to O get O additional O games O . O,Nokia 6610.txt,game[-2],['game']
165,nice O little O phone B-aspect ... O light O compact O . O . O,Nokia 6610.txt,"phone[+2],size[+2]","['phone', 'size']"
166,great O features O . O . O,Nokia 6610.txt,,[]
167,buttons O do O seem O a O little O sticky O tho O .. O and O the O hands O free O kits O ' O connector O might O be O a O problem O .. O,Nokia 6610.txt,button[-2],['button']
168,"perhaps O there O is O a O tone O of O irony O in O the O title O of O my O review O , O but O i O actually O mean O it O in O earnest O . O",Nokia 6610.txt,,[]
169,after O having O had O my O heart O broken O by O a O sexy O piece O of O hardware O that O simply O would O n't O perform O . O,Nokia 6610.txt,,[]
170,"i O replaced O it O with O this O not-quite-so-dazzling O , O but O definitely O more O functional O device O . O",Nokia 6610.txt,,[]
171,"although O the O nokia O 6610 O is O a O little O short O on O the O features O department O , O it O is O an O outstanding O piece O of O hardware O for O doing O what O it O was O primarily O meant O to O do O : O to O be O a O wireless B-aspect telephone I-aspect . O",Nokia 6610.txt,wireless telephone[+2],['wireless telephone']
172,the O reception B-aspect and O sound B-aspect quality I-aspect are O top-notch O . O,Nokia 6610.txt,"reception[+3],sound quality[+3]","['reception', 'sound quality']"
173,"i O can O routinely O talk O on O the O phone O in O my O house O in O the O suburbs O , O which O is O an O unaccustomed O luxury O , O even O with O t-mobile O service O . O",Nokia 6610.txt,,[]
174,i O like O the O size B-aspect and O weight B-aspect of O this O little O critter O . O,Nokia 6610.txt,"size[+2],weight[+2]","['size', 'weight']"
175,"i O am O able O to O carry O it O close O to O my O body O , O in O places O where O other O phones O are O not O so O easily O concealed O . O",Nokia 6610.txt,size[+2][u],['size']
176,"the O keys O are O close O together O , O and O the O layout B-aspect is O a O bit O funky O in O relation O to O standard O rectangular O layout B-aspect keypads O , O but O it O 's O not O too O weird O . O",Nokia 6610.txt,layout[-1],['layout']
177,"the O fact O that O the O `` O 0 O `` O key B-aspect is O the O space O key B-aspect for O text O input O is O a O bit O confusing O , O as O many O phones O use O the O `` O # O `` O key B-aspect instead O . O",Nokia 6610.txt,key[-1],['key']
178,but O that O 's O not O an O insurmoutable O obstacle O . O,Nokia 6610.txt,,[]
179,"the O screen B-aspect is O bright O , O easy O to O see O in O the O daylight O , O with O nice O colors O . O",Nokia 6610.txt,screen[+2],['screen']
180,it O receives O very O nice O mms O pictures O from O other O gsm O phones O . O,Nokia 6610.txt,picture[+2],['picture']
181,there O are O some O features O in O the O user B-aspect interface I-aspect that O i O find O a O little O inconvenient O . O,Nokia 6610.txt,user interface[-1],['user interface']
182,"the O menu O options O appear O one O at O a O time O , O taking O up O the O whole O screen O , O and O one O has O to O scroll O down O one O by O one O , O or O have O memorized O where O they O are O in O the O menu O order O , O to O select O them O by O using O the O number O keypad O . O",Nokia 6610.txt,menu option[-1],['menu option']
183,thumbs O down O on O that O one O . O,Nokia 6610.txt,,[]
184,the O vibrate B-aspect setting I-aspect is O loud O ! O,Nokia 6610.txt,vibrate setting[-2],['vibrate setting']
185,"so O loud O , O really O , O that O it O does O n't O work O terribly O well O as O a O silent O ringer O option O . O",Nokia 6610.txt,vibrate setting[-2][p],['vibrate setting']
186,"but O , O then O again O , O the O ringer B-aspect can O be O so O loud O that O i O heard O it O ringing O inside O my O office O , O when O i O was O already O out O on O the O street O .. O . O",Nokia 6610.txt,ringer[+1],['ringer']
187,"which O was O a O good O thing O , O because O i O realized O i O had O forgotten O my O phone O ... O",Nokia 6610.txt,,[]
188,other O things O that O i O miss O are O voice-activated O dialing O and O a O standard O 2.5 O mm O headset B-aspect jack I-aspect . O,Nokia 6610.txt,"voice dialing[-1],headset jack[-1]","['voice dialing', 'headset jack']"
189,"i O 'd O like O a O camera O phone O , O but O i O 'd O rather O have O a O phone O than O a O toy O that O takes O pictures O but O makes O no O calls O ... O",Nokia 6610.txt,,[]
190,"- O light O , O compact O design B-aspect",Nokia 6610.txt,"weight[+1], design[+1]","['weight', 'design']"
191,"- O solid O , O high-quality O construction B-aspect",Nokia 6610.txt,construction[+2],['construction']
192,- O well-backlit O keypad B-aspect,Nokia 6610.txt,keypad[+1],['keypad']
193,- O outstanding O signal O reception B-aspect,Nokia 6610.txt,reception[+3],['reception']
194,- O excellent O sound B-aspect quality I-aspect,Nokia 6610.txt,sound quality[+2],['sound quality']
