,text,dataset,aspect_str,aspects
103,"on O the O positive O side O , O the O sound B-aspect of O the O player O is O pretty O good O , O once O you O have O everything O configured O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,sound[+2],['sound']
104,"i O have O n't O had O time O to O really O push O this O player O to O the O limit O , O but O audio B-aspect aspects O on O the O nomad O are O satisfactory O , O as O should O be O expected O from O creative O labs O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,audio[+2],['audio']
105,"overall O , O a O very O disappointing O product O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,player[-3],['player']
106,"the O setup B-aspect process O for O the O nomad O is O infuriating O , O and O the O interface B-aspect with O the O player O is O sub-par O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,"setup[-3],interface[-3]","['setup', 'interface']"
107,the O player B-aspect 's O mechanics O are O also O flawed O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,player[-2],['player']
108,"although O the O sound-quality O is O good O , O it O takes O more O than O good O sound O on O a O portable-mp O 3 O player B-aspect to O result O in O a O good O product O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,player[-2],['player']
109,i O was O trying O to O decide O whether O or O not O i O should O go O with O the O 40 O gb O ipod O or O this O 30 O gb O zen O xtra O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
110,"when O it O came O down O to O it O , O the O price B-aspect on O this O player O is O hard O to O beat O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,price[+2],['price']
111,"if O you O want O the O other O accessories O the O ipod O offer O , O maybe O that O 's O where O you O should O go O .. O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
112,this O is O a O great O investment O for O someone O like O me O who O enjoys O music O and O hates O carrying O multiple O cds O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
113,i O just O transfered O over O some O 40 O cds O and O have O plenty O of O space O left O for O me O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
114,"one O beef O is O the O scroll B-aspect , O it O does O n't O work O as O well O as O i O 'd O like O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,scroll[-1],['scroll']
115,other O than O that O this B-aspect thing I-aspect is O great O ... O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,this thing[+3],['this thing']
116,zennx O 's O replaceable O battery B-aspect was O the O deciding O factor O in O my O purchase O of O zennx O over O ipod O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,battery[+2],['battery']
117,all O rechargeable O batteries O lose O their O holding O power O over O time O around O 2 O years O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
118,apple O 's O solution O - O pay O apple O another O $ O 400 O + O for O a O new O ipod O less O a O paltry O discount O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
119,"the O zennx O will O keep O running O for O the O price O of O a O replacement O battery B-aspect , O just O like O any O other O battery-powered O appliance O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,battery[+2],['battery']
120,deficiencies O with O zennx O are O easily O overcome O with O 3rd-party O earphones O $ O 20 O + O and O software B-aspect $ O 25 O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,"earphone[-1],software[-1]","['earphone', 'software']"
121,notmad O by O red O chair O software O is O an O explorer-based O program O that O enables O simple O drag-and-drop O transfer O of O music O files O from O pc O to O zennx O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
122,"the O blue-screen B-aspect display O in O the O zennx O xtra O model O is O an O improvement O , O but O the O toggle O switch B-aspect is O still O tricky O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,"screen[+2],switch[-2]","['screen', 'switch']"
123,zennx O 's O capacity O / O price O ratio O on O the O 30g O model O $ O 10/gig O trumps O ipod O 's O 30g O model O $ O 14/gig O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
124,choosing O zennx O is O a O no-brainer O when O factoring O in O the O cost O of O a O new O $ O 400 O + O ipod O every O few O years O versus O the O $ O 50 O cost O of O replacing O zennx O 's O rechargeable O battery O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
125,zennx O hopefully O will O gain O market O share O and O prompt O arrogant O apple O to O lower O prices O and O enable O consumers O to O replace O the O battery O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
126,"update O : O apple O recently O announced O that O for O $ O 107 O , O it O will O replace O the O battery O in O ipods O shipped O to O their O factory O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
127,"lithium O ion O rechargeable O batteries O are O good O for O 300-500 O rechargings O , O so O battery O lifespan O will O vary O according O to O your O usage O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
128,"still O , O apple O continues O to O squeeze O dollars O from O consumers O by O not O designing O the O battery O to O be O replaceable O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
129,"i O love O my O new O nomad B-aspect , O its O great O ! O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,nomad[+3],['nomad']
130,now O i O dont O have O to O lug O around O 80 O cds O if O i O dont O know O what O i O 'm O going O to O want O to O listen O to O biking O home O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
131,"this O thing O , O while O looking O pretty O cool O , O is O not O as O sexy O as O the O ipod O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,look,[]
132,"for O some O this O might O be O a O problem O , O but O for O the O price B-aspect of O a O 30 O gig O ipod O , O you O can O get O a O 60gb O nomad O , O the O ipod O simply O pales O in O comparison O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,price[+3],['price']
133,"the O software B-aspect is O very O easy O to O use O , O and O within O 30 O minutes O of O opening O my O box O , O i O was O out O and O about O listening O to O any O one O of O my O 80 O cds O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,software[+3],['software']
134,"the O free O i O didnt O know O they O still O did O that O carrying O case B-aspect is O really O protective O , O and O to O me O its O the O only O accessory O you O need O except O good O headphones O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,case[+2],['case']
135,"on O the O subject O of O headphones O , O this O thing O seems O like O a O normal O mp3 O player O when O you O use O the O headphones O they O give O you O in O the O box O , O but O invest O 30 O dollars O in O a O nice O pair O and O the O sound B-aspect quality O goes O up O through O the O roof O ! O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,"headphone[-1], sound[+3]","['headphone', 'sound']"
136,"if O you O want O a O sexy O , O cool O , O accessory-availible O mp3 O player O , O by O all O means O , O get O an O ipod O for O a O hundred O dollars O more O or O one O for O the O same O price O that O holds O 1/3 O of O the O music O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
137,"but O if O you O want O a O great O deal B-aspect and O a O great O mp3 B-aspect player I-aspect , O get O the O nomad O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,"deal[+3], mp3 player[+3]","['deal', 'mp3 player']"
138,best O electronic O i O 've O bought O since O i O was O born O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,player[+3][u],['player']
139,"i O just O sold O my O archos O 20gb O jukebox O recorder O after O not O being O satisfied O with O it O 's O slow O loading O & O difficult O navigation O , O not O to O mention O it O froze O quite O a O bit O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
140,i O was O in O search O of O a O new O item O to O take O it O 's O place O as O my O new O mp3 O player O / O harddrive O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
141,"for O an O early O christmas O gift O , O i O got O a O zen O xtra O 40 O gb O player O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
142,"i O refused O to O go O for O an O ipod O , O i O am O not O going O to O spend O all O that O money O just O for O the O apple O name O and O because O it O is O `` O trendy O `` O to O have O that O player O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
143,this O was O the O closest O alternative O and O best O buy O for O this O type O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
144,after O receiving O my O zen O xtra O 40gb O mp3 O player O .. O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
145,i O will O just O say O this O : O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
146,i O will O never O go O back O to O my O archos O again O ! O ! O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
147,"so O easy O to O set B-aspect up I-aspect , O had O some O problems O with O my O archos O . O",Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,set up[+3],['set up']
148,stayed O up O all O night O trying O to O figure O out O that O thing O . O,Creative Labs Nomad Jukebox Zen Xtra 40GB.txt,,[]
