,text,dataset,aspect_str,aspects
96,"the O remote B-aspect is O okay O , O but O i O am O not O a O fan O of O remotes O with O tiny O buttons O . O",Apex AD2600 Progressive-scan DVD player.txt,remote[-1],['remote']
97,"i O especially O like O the O more O commonly O used O buttons O , O such O as O play O , O pause O , O and O stop O , O to O be O larger O and O conveniently O placed O . O",Apex AD2600 Progressive-scan DVD player.txt,button[-2],['button']
98,"while O it O is O true O that O it O will O stand O on O end O , O it O is O also O easy O to O knock O over O that O way O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
99,i O also O did O n't O like O the O way O it O displayed O information O way O down O into O the O screen O when O you O are O in O zoom B-aspect mode I-aspect . O,Apex AD2600 Progressive-scan DVD player.txt,zoom mode[-2],['zoom mode']
100,"the O zoom B-aspect goes O up O and O down O in O magnification O , O which O is O nice O , O but O there O is O always O a O display O of O the O zoom B-aspect size O about O one-quarter O of O the O way O down O from O the O top O of O the O screen O that O interferes O with O viewing O at O most O settings O . O",Apex AD2600 Progressive-scan DVD player.txt,zoom[-2],['zoom']
101,"having O spent O considerable O time O with O professional O video O gear O , O i O find O onscreen O displays O annoying O . O",Apex AD2600 Progressive-scan DVD player.txt,onscreen display[-2],['onscreen display']
102,i O have O not O used O the O progressive O scan O feature O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
103,this O model O has O come O down O in O price O since O i O purchased O mine O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
104,"while O it O seems O like O some O people O have O had O trouble O with O theirs O , O mine O has O run O well O , O and O i O would O recommend O it O if O you O are O considering O a O dvd O player O purchase O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
105,"any O possible O problems O should O be O weighed O against O the O bang-for-the-buck O factor O , O along O with O the O fact O that O companies O like O apex O seldom O have O good O after-sale O support O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
106,"while O i O would O like O to O give O it O 3.5 O stars O instead O of O 4 O , O i O gave O it O a O 4 O because O it O has O run O well O for O me O during O the O time O i O have O owned O it O . O",Apex AD2600 Progressive-scan DVD player.txt,player[+2][p],['player']
107,i O purchased O this O unit O 3 O months O back O and O i O think O the O unit O knew O when O my O warrenty O expires O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
108,it O is O more O than O 90 O days O and O it O does O not O show O the O picture B-aspect no O matter O what O i O do O . O,Apex AD2600 Progressive-scan DVD player.txt,"picture[-2], player[-3][p]","['picture', 'player']"
109,i O can O only O hear O the O sound O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
110,"i O changed O video O cables O , O tried O connecting O to O tv O on O input1 O and O input2 O but O no O help O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
111,i O think O you O get O what O you O pay O for O stands O true O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
112,"i O have O had O this O player B-aspect for O 3 O months O and O have O been O able O to O see O a O total O of O 6 O dvd O 's O , O after O the O frustration O and O aggrivation O of O getting O the O player B-aspect to O do O it O 's O job O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-2],['player']
113,i O have O tried O many O times O to O get O a O hold O of O apex O who O does O n't O seem O to O answer O their O emails O and O telephone O number O is O constantly O busy O as O i O believe O the O one O lonely O customer B-aspect service I-aspect rep O is O probably O extremely O overworked O . O,Apex AD2600 Progressive-scan DVD player.txt,customer service[-3],['customer service']
114,"as O i O emailed O to O the O the O customer O service O department O , O the O only O thing O this O player O has O done O consistantly O is O use O enought O electricity O to O keep O the O red O led O burning O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
115,"do O yourself O a O favor O and O save O your O money O to O get O something O of O better O quality O , O or O at O least O works O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
116,"if O i O could O give O this O a O negative O rating O , O i O would O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
117,i O am O surprised O amazon O still O carries O this O after O all O of O the O continued O problems O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
118,wo O n't O play B-aspect a O lot O of O discs O . O,Apex AD2600 Progressive-scan DVD player.txt,"play[-2], disc[-2]","['play', 'disc']"
119,i O can O only O confirm O what O other O customers O have O said O - O crap O ! O,Apex AD2600 Progressive-scan DVD player.txt,,[]
120,"some O movies O it O played O yesterday O , O it O wo O n't O play B-aspect today O . O",Apex AD2600 Progressive-scan DVD player.txt,play[-2],['play']
121,"it O wo O n't O play B-aspect 80 O % O of O my O movies O , O which O are O all O store O boughten O . O",Apex AD2600 Progressive-scan DVD player.txt,play[-2],['play']
122,tech B-aspect support I-aspect from O apex O is O literally O - O nonexistent O . O,Apex AD2600 Progressive-scan DVD player.txt,tech support[-3],['tech support']
123,"amazon O , O do O your O customers O a O big O favor O , O do O n't O carry O this O item O , O and O give O them O refunds O ! O",Apex AD2600 Progressive-scan DVD player.txt,,[]
124,there O should O have O been O a O recall O on O this O product O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
125,fair O warning O - O do O not O buy O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
126,i O repeat O - O do O n't O wast O your O money O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
127,i O bought O 2 O of O this O model O for O christmas O presents O and O neither O one O of O them O work O ! O,Apex AD2600 Progressive-scan DVD player.txt,player[-3][u],['player']
128,it O is O embarassing O getting O phone O calls O from O family O members O telling O you O that O the O dvd B-aspect player I-aspect you O gave O them O less O that O 3 O months O ago O is O no O longer O working O . O,Apex AD2600 Progressive-scan DVD player.txt,dvd player[-3],['dvd player']
129,one O stopped O working O in O february O and O the O other O in O march O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
130,"amazon O has O been O working O with O me O to O refund O my O money O , O but O they O reminded O me O that O i O have O past O the O 30 O day O return O policy O and O this O was O a O courtesy O return O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
131,"i O have O had O great O experience O with O amazon O , O but O i O will O probably O not O buy O electronics O any O more O from O them O to O avoid O any O future O return O problems O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
132,the O dvd B-aspect player I-aspect does O not O work O properly O . O,Apex AD2600 Progressive-scan DVD player.txt,dvd player[-2],['dvd player']
133,"the O player B-aspect usually O plays O dvd O 's O , O but O has O occasional O problems O such O as O : O 1 O not O recognizing O a O dvd O 2 O stopping O a O particular O point O in O a O movie O every O time O we O played O it O 3 O not O being O able O to O access O certain O special O features O on O a O rental O dvd O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-3],['player']
134,"this O has O happened O with O several O different O dvd O 's O and O occasionally O if O we O keep O trying O something O , O it O will O work O when O it O did O not O work O one O time O before O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-2][p],['player']
135,"after O we O discovered O the O problems O , O we O tried O to O contact O apex O fkor O 3 O months O , O but O we O never O got O in O touch O with O them.the O customer B-aspect support I-aspect telephone O number O is O always O busy O , O and O they O do O not O answer O their O web O customer B-aspect support I-aspect . O",Apex AD2600 Progressive-scan DVD player.txt,customer support[-3],['customer support']
136,i O have O had O this O dvd O player O for O about O 3 O months O now O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
137,"nothing O has O broken O on O it O , O and O it O plays O all O the O dvds O i O have O . O",Apex AD2600 Progressive-scan DVD player.txt,player[+2][p],['player']
138,unfortunately O it O can O 't O play B-aspect all O of O the O dvd B-aspect . O,Apex AD2600 Progressive-scan DVD player.txt,"play[-2], dvd[-2]","['play', 'dvd']"
139,i O have O several O tv O shows O on O dvd O so O they O are O divided O by O episode O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
140,on O 2 O dvds O so O far O it O refuses O to O play O certain O episodes O with O no O problems O on O the O others O on O the O dvd B-aspect . O,Apex AD2600 Progressive-scan DVD player.txt,dvd[-2],['dvd']
141,luckily O i O also O have O a O ps2 O which O can O play O those O episodes O the O player O can O 't O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
142,"unfortunately O i O bought O a O player B-aspect because O the O ps2 O could O n't O play O all O my O dvds O , O and O now O the O player B-aspect can O 't O play O everything O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-2],['player']
143,i O purchased O this O as O a O christmas O gift O for O my O husband O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
144,we O tried O it O out O christmas O night O and O it O worked O great O . O,Apex AD2600 Progressive-scan DVD player.txt,work[+2],['work']
145,even O viewed O cds O full O of O jpgs O . O,Apex AD2600 Progressive-scan DVD player.txt,jpeg[+2],['jpeg']
146,"we O did O n't O get O to O use O it O again O for O over O a O month O sad O , O i O know O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
147,"but O when O we O went O to O use O it O again O , O there O was O sound O but O no O picture B-aspect . O",Apex AD2600 Progressive-scan DVD player.txt,"picture[-2], player[-2][p]","['picture', 'player']"
148,"we O saw O reviews O that O said O the O same O thing O , O and O also O saw O here O that O their O customer O service O stinks O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
149,"though O we O were O past O the O deadline O for O returns O by O a O few O days O , O i O contacted O amazon O right O away O and O pleaded O for O help O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
150,"they O authorized O my O late O return O , O and O hopefully O they O are O giving O apex O heck O . O",Apex AD2600 Progressive-scan DVD player.txt,,[]
151,"i O hate O apex B-aspect but O love O amazon O , O and O i O tell O everyone O . O",Apex AD2600 Progressive-scan DVD player.txt,apex[-3],['apex']
152,do O not O buy O this O player O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
153,"who O knows O how O many O uses O you O 'll O get O out O of O it O before O it O craps O out O , O but O it O probably O will O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-3][p],['player']
154,we O 've O purchased O 3 O universal O remotes O so O far-all O claiming O to O work O `` O apex O `` O dvd O players O and O none O worked O . O,Apex AD2600 Progressive-scan DVD player.txt,remote[-2],['remote']
155,called O customer O service O and O basically O was O told O to O either O keep O buying O univ O . O remotes O to O try O or O buy O the O replacement O remote O for O $ O 23 O which O is O almost O half O of O what O i O paid O for O the O whole O player O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
156,if O anybody O knows O of O a O remote O to O work O this-i O 'd O love O to O hear O from O you O ! O,Apex AD2600 Progressive-scan DVD player.txt,,[]
157,"on O here O of O course O also O , O a O couple O dvd B-aspect 's O would O n't O play B-aspect and O they O were O new O ones O ! O",Apex AD2600 Progressive-scan DVD player.txt,"dvd[-2], play[-2]","['dvd', 'play']"
158,i O had O to O return O the O remote B-aspect on O this O product O because O it O appeared O to O be O defective O . O,Apex AD2600 Progressive-scan DVD player.txt,remote[-2],['remote']
159,it O took O over O 2 O months O and O repeated O follow-up O to O get O it O replaced O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
160,the O customer B-aspect service I-aspect dept O did O not O list O a O toll O free O number O and O it O was O a O real O hassle O to O get O through O on O their O regular O line O . O,Apex AD2600 Progressive-scan DVD player.txt,customer service[-3],['customer service']
161,i O would O not O be O inclined O to O purchase O an O apex B-aspect product O again O . O,Apex AD2600 Progressive-scan DVD player.txt,apex[-3],['apex']
162,door B-aspect broke O after O a O month O . O,Apex AD2600 Progressive-scan DVD player.txt,door[-2],['door']
163,unit B-aspect took O forever O since O the O begiining O to O recognize O and O play O discs O . O,Apex AD2600 Progressive-scan DVD player.txt,unit[-3],['unit']
164,3 O months O of O use O and O it O no O longer O recognizes O anything O . O,Apex AD2600 Progressive-scan DVD player.txt,player[-2][p],['player']
165,forget O about O it O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
166,it O 's O money O down O the O drain O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
167,get O cheaper O panasonics O or O toshibas O or O even O sonys O . O,Apex AD2600 Progressive-scan DVD player.txt,,[]
168,"well O , O it O was O nice O while O it O lasted O . O",Apex AD2600 Progressive-scan DVD player.txt,player[+1],['player']
169,"after O @ O 3 O months O , O it O stoppped O playing O higher O number O scenes O on O dvds O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-2],['player']
170,"as O an O engineer O , O i O am O embarrassed O for O the O engineering O profession O when O such O crap O is O released O for O sale O . O",Apex AD2600 Progressive-scan DVD player.txt,player[-3][u],['player']
171,only O used O for O 3 O month O before O it O 's O down O ! O,Apex AD2600 Progressive-scan DVD player.txt,player[-3][p],['player']
