,text,dataset,aspect_str,aspects
26,Why O is O n't O it O ? O,MicroMP3.txt,,[]
27,Read O the O next O six O mixed O pros O and O cons O : O . O,MicroMP3.txt,,[]
28,1 O . O,MicroMP3.txt,,[]
29,") O button B-aspect sensitivity I-aspect : O Even O reduced O to O the O lowest O sensitivity O setting O , O the O buttons O are O far O two O sensitive O , O really O takes O some O getting O use O to O , O and O even O then O , O it O is O still O too O sensitive O . O",MicroMP3.txt,Button sensitivity[-2] ,['button sensitivity']
30,The O company O has O received O thousands O of O complaints O about O this O and O refuses O to O do O anything O about O it O . O . O,MicroMP3.txt,,[]
31,2 O . O,MicroMP3.txt,,[]
32,") O WORST O feature B-aspect POSSIBLE O , O THIS O ALONE O MAKES O IT O RATE O ONE O STAR O : O What O 's O up O with O no O recharge B-aspect cord I-aspect ? O",MicroMP3.txt,"FEATURE[-3], recharge cord[-3] ","['feature', 'recharge cord']"
33,You O have O to O purchase O that O separately O for O some O outrageous O cost B-aspect . O,MicroMP3.txt,cost[-3],['cost']
34,"If O you O want O to O recharge O it O , O you O MUST O connect O it O to O your O computer O . O",MicroMP3.txt,,[]
35,The O recharge O cord O will O do O the O job O in O a O fraction O of O the O time O that O the O USB O cable O will O hooked O to O your O computer O . O,MicroMP3.txt,,[]
36,"I O took O my O Zen O Micro O with O me O over O the O weekend O , O and O was O forced O to O lug O my O laptop O with O me O on O the O trip O for O one O reason O : O to O keep O the O Zen O Micro O charged B-aspect . O",MicroMP3.txt,charged[-2] ,['charged']
37,Infuriating O ! O Nearly O all O other O MP-3 O producing O companies O include O a O recharging O cord O with O their O product O that O can O be O plugged O into O a O wall O socket O . O,MicroMP3.txt,,[]
38,"If O you O want O a O wall-socket O recharging O cord O , O you O have O to O dish O out O somewhere O between O $ O 30 O and O $ O 35 O , O plus O shipping O and O handling O , O for O a O cord O that O cost O less O than O $ O 1 O to O manufacture O and O market O . O",MicroMP3.txt,,[]
39,I O have O trashed O this O product B-aspect on O other O opinion O sites O based O on O this O major O flaw O alone O . O,MicroMP3.txt,product[-2] ,['product']
40,What O is O up O with O nickle O and O dimeing O consumers O on O the O recharge O cord O ? O,MicroMP3.txt,,[]
41,"Buy O from O another O company O and O run O from O Creative O , O Inc O . O",MicroMP3.txt,,[]
42,"Their O product O may O appear O more O enconomical O , O but O it O is O n't O in O the O long O run O . O . O",MicroMP3.txt,,[]
43,3 O . O,MicroMP3.txt,,[]
44,") O Creative O , O Inc. O the O maker O includes O the O barest O of O the O bare O minimum O in O the O box O , O then O through O gross O profiteering O nickles O and O dimes O you O on O EVERY O single O accessory O at O extraordinarily O inflated O prices B-aspect . O",MicroMP3.txt,prices[-3] ,['prices']
45,"The O box O included O a O little O polyester O , O pull-string O BAG O , O ( O yes O , O you O read O right O a O BAG O , O something O a O boy O would O carry O ten O marbles O in O ) O and O tries O to O pass O it O off O as O the O case B-aspect . O",MicroMP3.txt,case[-2] ,['case']
46,"If O you O want O to O purchase O a O real O case B-aspect or O container O or O clip-on O carrier O for O you O Zen O Micro O , O expect O to O purchase O it O separately O and O to O dish O out O big O time O . O . O",MicroMP3.txt,case[-2] ,['case']
47,4 O . O,MicroMP3.txt,,[]
48,") O One O outstanding O positive O feature O is O the O battery B-aspect . O It O holds O a O charge O for O a O long O time O , O longer O than O most O other O similar O products O and O the O user O can O replace O it O easily O or O take O another O along O as O a O backup O . O",MicroMP3.txt,battery[+3] ,['battery']
49,Some O other O companies O require O you O to O send O your O player O back O and O then O charge O you O an O additional O $ O 130 O to O replace O their O batteries O . O,MicroMP3.txt,,[]
50,Creative O did O well O on O its O rechargeable B-aspect battery I-aspect feature O . O . O,MicroMP3.txt,rechargeable battery[+3] ,['rechargeable battery']
51,5 O . O,MicroMP3.txt,,[]
52,) O I O purchased O this O device O primarily O to O record O off O the O built-in O FM O receiver O for O lectures O and O seminars O that O are O broadcast O live O over O a O FM O signal O for O the O hearing O impaired O . O,MicroMP3.txt,,[]
53,"The O Zen O Micro O fm B-aspect receiver I-aspect is O ok O , O not O great O . O",MicroMP3.txt,FM receiver[+1] ,['fm receiver']
54,"IRiver O has O a O better O fm B-aspect receiver I-aspect built O in O , O but O the O drawback O to O IRiver O products O is O they O are O flimsy O and O poorly O constructed O . O",MicroMP3.txt,FM receiver[-][cc] ,['fm receiver']
55,I O have O gone O through O two O of O them O in O two O years O . O . O,MicroMP3.txt,,[]
56,6 O . O,MicroMP3.txt,,[]
57,") O The O Zen O Micro O appears O sturdy O and O well O constructed B-aspect , O hefty O , O if O you O will O , O far O better O than O many O of O its O competitors O . O . O",MicroMP3.txt,constructed[+3][u] ,['constructed']
58,"As O I O wrote O , O this O COULD O have O been O a O great O product O , O but O expect O hidden O charges B-aspect ( O read O gross O profiteering O and O price O gouging O ) O as O the O company O royally O sticks O you O on O every O conceivable O accessory O necessary O for O normal O daily O usage O . O",MicroMP3.txt,charges[-2] ,['charges']
59,"Well O , O I O have O an O Ipod O mini O - O and O I O really O like O it O , O but O all O in O all O , O I O like O the O zen B-aspect micro I-aspect more O . O",MicroMP3.txt,Zen Micro[+2] ,['zen micro']
60,Why O ? O,MicroMP3.txt,,[]
61,"Smaller O size B-aspect , O 1 O gb O of O more O space B-aspect , O radio O , O voice O recording O , O removable O battery B-aspect , O cooler O look B-aspect , O all O in O one O . O",MicroMP3.txt,"size[+2], space[+2][u], battery[+2], look[+2]","['size', 'space', 'battery', 'look']"
62,"The O touchpad B-aspect is O annoying O sometimes O ( O give O me O the O click-wheel O and O pressable O buttons O any O day O ) O , O but O not O at O all O as O difficult O to O get O over O as O other O people O are O saying O . O",MicroMP3.txt,touchpad[-1] ,['touchpad']
63,"I O love O how O small B-aspect the O thing O is O , O and O the O blue O glow O - O I O 've O had O it O for O two O weeks O with O no O electronic O problems O at O all O . O",MicroMP3.txt,small[+3] ,['small']
64,"Creative O media B-aspect source I-aspect is O very O easy O to O use O once O you O get O the O hang O of O it O , O and O the O file B-aspect transfers I-aspect are O fast O . O",MicroMP3.txt,"Media Source[+2], file transfers[+3] ","['media source', 'file transfers']"
65,"sound B-aspect quality O is O great O , O fm B-aspect tuner I-aspect is O fine O , O as O is O the O recorder B-aspect . O",MicroMP3.txt,"Sound[+2], fm tuner[+2], recorder[+2] ","['sound', 'fm tuner', 'recorder']"
66,"This O is O the O mp3 O player B-aspect with O everything O I O need O . O As O long O as O it O lasts O me O a O good O three O years O , O I O 'm O satisfied O . O",MicroMP3.txt,player[+2] ,['player']
67,I O am O one O of O the O many O people O who O ( O a O ) O are O PC O Based O and O ( O b O ) O ca O n't O stand O to O see O the O multitudes O of O people O with O those O funky O white O headphones O that O belong O to O Ipod O users O . O,MicroMP3.txt,,[]
68,I O first O want O to O say O that O I O think O Apple O is O making O the O same O old O mistake O as O they O did O with O Macintosh O years O ago O . O,MicroMP3.txt,,[]
69,This O proprietory O software O to O download O . O,MicroMP3.txt,,[]
70,( O That O was O a O major O turn O off O ) O . O,MicroMP3.txt,,[]
71,I O am O the O type O of O person O that O will O always O go O against O the O masses O of O blind O followers O so O there O was O no O way O I O was O getting O an O Ipod O . O,MicroMP3.txt,,[]
72,"Also O If O you O want O a O device O that O does O soo O much O more O than O the O Ipod O mini O but O is O at O the O same O price O , O this O is O the O player B-aspect for O you O . O",MicroMP3.txt,player[+2][p] ,['player']
73,The O reason O why O I O did O n't O give O the O Zen O Micro O 5 O stars O is O that O they O also O seem O to O want O to O conform O the O the O Ipod O sense O of O style O . O,MicroMP3.txt,,[]
74,and O supply O those O stupid O white O headphones B-aspect . O,MicroMP3.txt,Headphones[-2] ,['headphones']
75,"I O also O think O that O if O you O are O going O to O offer O them O in O different O colors O then O commit O all O the O way O and O have O the O entire O device O in O that O color O , O not O just O the O front O and O color O the O head O phones O as O well O . O",MicroMP3.txt,,[]
76,Let O 's O face O it O . O,MicroMP3.txt,,[]
77,Apple O is O Apple O . O,MicroMP3.txt,,[]
78,So O Creative O should O be O `` O Creative O '' O . O,MicroMP3.txt,,[]
79,I O 've O been O looking O for O a O portable O MP3 O player O for O awhile O now O . O,MicroMP3.txt,,[]
80,With O so O many O choices O it O was O a O tough O decision O . O,MicroMP3.txt,,[]
81,My O first O instinct O was O to O go O with O an O iPod O . O,MicroMP3.txt,,[]
82,I O visited O quite O a O few O forums O and O while O the O iPod O is O a O great O player O I O was O concerned O with O the O battery O life O and O the O inability O to O change O them O without O breaking O open O the O case O . O,MicroMP3.txt,,[]
83,I O started O looking O at O the O Creative O Zen O Micro O and O after O reading O numerous O reviews O from O message O boards O and O magazines O I O decided O I O 'd O give O the O Zen O a O try O . O,MicroMP3.txt,,[]
84,All O I O can O say O is O what O a O wonderful O choice O ! O,MicroMP3.txt,,[]
85,I O ordered O from O Amazon O and O got O the O Limited O Edition O package O that O includes O a O free O battery O ! O,MicroMP3.txt,,[]
86,Upon O opening O the O box O I O was O confronted O with O this O small B-aspect cute O little O MP3 O player O . O,MicroMP3.txt,small[+3][u] ,['small']
87,I O popped O one O of O the O batteries O in O and O to O my O surprised O it O started O right O up O . O,MicroMP3.txt,,[]
88,"The O software O included O is O an O easy O installation B-aspect and O you O have O the O option O of O using O the O Creative O software O , O Windows O Media O Player O 10 O , O or O simply O Windows O Explorer O to O move O music O back O and O forth O between O your O Zen O Touch O . O",MicroMP3.txt,installation[+3] ,['installation']
89,I O did O a O quick O test O by O selecting O a O few O files O and O copying O them O over O and O they O loaded O right O in O . O,MicroMP3.txt,,[]
90,Pressed O play O and O I O was O off O . O,MicroMP3.txt,,[]
91,The O touch O pad O does O take O a O little O getting O used O to O . O,MicroMP3.txt,touch pad[-1] ,['touchpad']
92,"I O 'm O still O trying O to O manage O the O thing O myself O , O but O I O 've O found O that O if O you O put O the O sensitivity O to O low O it O is O fine O . O",MicroMP3.txt,,[]
93,"The O package O also O comes O with O a O USB O cable B-aspect , O an O AC O adapter B-aspect , O a O pair O of O headphones B-aspect ( O they O 're O okay O until O you O get O a O better O pair O ) O , O a O stand B-aspect , O and O a O microfiber O pouch B-aspect to O carry O your O Zen O Touch O in O . O",MicroMP3.txt,"cable[+1],adapter[+1],headphones[+1], stand[+1],pouch[+1]","['cable', 'adapter', 'headphones', 'stand', 'pouch']"
94,Overall O I O 'm O incredibly O impressed O with O my O new O zen B-aspect touch I-aspect . O,MicroMP3.txt,Zen Touch[+3][u] ,['zen touch']
95,It O 's O cute O as O anything O and O the O glowing O blue O LED O looks B-aspect super O cool O around O the O edges O . O,MicroMP3.txt,looks[+3] ,['looks']
96,For O the O price O I O think O this O is O a O remarkably O fun O MP3 O player B-aspect . O,MicroMP3.txt,player[+2] ,['player']
97,Enjoy O ! O,MicroMP3.txt,,[]
98,I O 've O had O this O player B-aspect for O more O than O 4 O months O and O I O 'm O very O happy O with O it O . O,MicroMP3.txt,player[+3][p] ,['player']
99,I O use O it O on O an O average O 5 O hours O a O day O I O hook O it O up O to O my O Belkin O FM O transmitter O in O the O car O or O to O my O Logitech O 2 O . O,MicroMP3.txt,,[]
100,"1 O speakers B-aspect at O home O , O I O rarely O use O it O with O the O earbuds O , O though O they O are O much O better O than O the O ones O you O normally O get O with O other O mp3 O players O . O",MicroMP3.txt,Speakers[+2] ,['speakers']
101,The O look B-aspect & O feel B-aspect : O I O have O the O black O one O and O the O contrasting O neon O blue O on O the O buttons O add O a O very O nice O ambience O . O,MicroMP3.txt,"Look[+3], Feel[+3] ","['look', 'feel']"
102,The O light O pulsates O when O you O are O charging O it O almost O as O if O it O were O breathing O . O,MicroMP3.txt,,[]
103,"The O player O itself O is O tiny B-aspect , O it O gets O a O bit O bulky O when O you O put O it O in O the O hardcase O , O which O you O need O to O do O if O you O do O n't O want O to O get O scrathes O on O the O back B-aspect ( O its O a O nice O looking O back B-aspect too O ) O . O",MicroMP3.txt,"tiny[-1][u], back[+3] ","['tiny', 'back']"
104,It O feels B-aspect tiny O in O the O hand O without O it O . O,MicroMP3.txt,feels[+2][p] ,['feels']
105,The O stand B-aspect that O comes O with O it O is O very O useful O to O prop O it O up O on O the O desk O . O,MicroMP3.txt,stand[+2] ,['stand']
106,The O belt O clip O however O is O not O very O useful O if O you O move O around O a O lot O . O,MicroMP3.txt,,[]
107,The O blue O backlit O LCD O looks B-aspect really O neat O and O is O easy O to O read B-aspect . O,MicroMP3.txt,"looks[+3], read[+2][u] ","['looks', 'read']"
108,The O touch B-aspect controls I-aspect took O a O little O getting O used O to O but O now O I O would O n't O change O it O for O the O scroll O wheel O . O,MicroMP3.txt,touch controls[-1] ,['touch controls']
109,The O touch B-aspect buttons I-aspect are O textured O so O that O your O finger O sdo O n't O slip O which O was O very O thoughtful O . O,MicroMP3.txt,touch buttons[+3] ,['touch buttons']
110,"Reliability O & O build B-aspect I O dropped O the O player O once O from O about O 4 O ft O , O and O it O fell O hard O , O but O kept O on O playing O . O",MicroMP3.txt,Build[+3] ,['build']
111,The O hardcase B-aspect they O give O with O it O must O work O well O . O,MicroMP3.txt,hardcase[+1] ,['hardcase']
112,It O feels O solid B-aspect and O not O flimsy O like O the O carbon O . O,MicroMP3.txt,solid[+2][p] ,['solid']
113,"sound B-aspect I O 'm O no O audiophile O but O I O was O amazed O by O the O clarity O the O player O had O , O it O was O much O better O than O the O sound B-aspect card O on O my O Computer O and O louder O too O . O",MicroMP3.txt,sound[+3] ,['sound']
114,I O have O had O the O ipod O mini O and O it O performs O on O the O level O with O my O sound B-aspect card O but O the O micro O beats O it O outright O . O,MicroMP3.txt,sound[+3] ,['sound']
115,Best O of O all O the O WMAs O ( O I O have O a O lot O of O them O ) O sound B-aspect great O . O,MicroMP3.txt,sound[+3] ,['sound']
116,Utility O Its O got O a O huge O list O of O features B-aspect including O an O FM O Recorder O a O Calender O and O contacts O list O . O,MicroMP3.txt,features[+3] ,['features']
117,Its O not O convinient O to O enter O name O of O course O but O synchronise O it O with O outlook O and O it O becomes O a O gem O of O a O address O book O . O,MicroMP3.txt,,[]
118,The O songs O recorded B-aspect with O FM O are O as O good O as O the O original O signal O . O,MicroMP3.txt,recorded[+3] ,['recorded']
119,The O interface O takes O 2 O secs O after O you O press O record O to O show O up O but O its O actually O started O recording O at O the O moment O you O press O record O . O,MicroMP3.txt,,[]
120,"software B-aspect The O software B-aspect that O comes O along O with O it O is O not O very O intuitive O but O once O you O are O used O to O it O , O it O does O the O job O well O . O",MicroMP3.txt,software[-1] ,['software']
121,Creating O and O modifying O playlists B-aspect is O easy O and O clean O . O,MicroMP3.txt,playlists[+3] ,['playlists']
122,There O are O 2 O things O that O need O fixing O First O is O the O battery B-aspect life I-aspect . O It O will O run O for O 6 O hrs O without O problems O with O medium O usage O of O the O buttons O . O,MicroMP3.txt,battery life[-2] ,['battery life']
123,"Second O might O be O a O problem O I O might O have O with O my O PC O but O not O too O sure O , O when O the O player O is O connected O on O the O USB B-aspect and O I O start O playing O on O it O and O also O using O the O windows O explorer O , O it O sometimes O pauses O by O itself O and O tries O to O synchronise O with O the O PC O during O play O , O which O is O a O bit O irritating O . O",MicroMP3.txt,USB[-2] ,['USB']
124,I O think O that O for O its O price O compared O to O the O ipod O the O creative B-aspect zen I-aspect is O pretty O good O . O,MicroMP3.txt,creative zen[+2] ,['creative zen']
125,i O have O a O lot O of O files O in O wma O so O that O was O the O biggest O factor O in O my O decision O to O purchase O the O zen O . O,MicroMP3.txt,,[]
126,"HOWEVER O after O just O one O month O my O headphone B-aspect jack I-aspect was O BROKEN O as O a O result O of O normal O , O every-day O use O . O",MicroMP3.txt,headphone jack[-3] ,['headphone jack']
127,by O broken O i O mean O that O it O would O no O longer O transmit O sound O . O,MicroMP3.txt,,[]
128,"The O good O news O is O that O the O creative O support B-aspect is O very O responsive O and O after O some O emails O and O postal O exchanges O , O i O had O a O new O zen O . O",MicroMP3.txt,support[+3] ,['support']
129,i O havent O used O it O much O yet O so O i O dont O know O if O i O will O have O the O same O problem O ; O obviously O i O hope O not O . O,MicroMP3.txt,,[]
130,"i O dont O especially O like O how O music O files O are O unstructured O ; O basically O they O are O just O dumped O into O one O folder O with O no O organization B-aspect , O like O you O might O have O in O windows O explorer O folders O and O subfolders O . O",MicroMP3.txt,organization[-2][u] ,['organization']
131,"in O principle O playlists O , O album O names O , O artist O names O , O etc O would O help O you O organize O but O this O only O works O IF O your O tracks O have O all O the O necessary O data O ; O mine O do O not O . O",MicroMP3.txt,,[]
132,"and O if O you O have O 2500 O songs O , O as O you O might O very O well O , O you O will O be O reluctant O to O edit O the O clip O properties O of O 2500 O files O . O",MicroMP3.txt,,[]
133,"the O sound B-aspect is O quite O good O , O in O terms O of O volume O . O",MicroMP3.txt,sound[+1] ,['sound']
134,"the O headphones B-aspect are O not O very O comfortable O , O but O most O people O have O a O certain O style O they O like O so O just O go O buy O new O ones O or O keep O the O ones O you O have O . O",MicroMP3.txt,headphones[-2] ,['headphones']
135,"i O didnt O have O any O installation B-aspect problems O ; O and O the O touch O pad O is O fine O , O even O if O it O is O sort O of O inaccurate O . O",MicroMP3.txt,"installation[+2], touch pad[+1] ","['installation', 'touchpad']"
136,you O just O get O used O to O it O after O a O while O . O,MicroMP3.txt,,[]
137,"i O didnt O get O ipod O because O i O dont O especially O like O itunes O ( O no O music O i O want O , O but O thats O just O me O ) O and O the O creative O product O was O cheaper B-aspect ; O and O i O needed O to O be O able O to O use O wma B-aspect files I-aspect . O",MicroMP3.txt,"cheaper[+2][u],WMA files[+2][u] ","['cheaper', 'wma files']"
138,"all-in-all O , O its O good O enough O for O its O price B-aspect as O long O as O it O doesnt O break O again O due O to O normal O use O . O",MicroMP3.txt,price[+2][p] ,['price']
139,This O is O a O difficult O player O to O review O because O I O would O recommend O it O on O a O case-by-case O basis O . O,MicroMP3.txt,,[]
140,"If O you O 're O not O computer O savvy O or O if O you O want O things O as O simple O as O they O can O be O , O get O the O iPod O . O",MicroMP3.txt,,[]
141,Bottom O line O . O,MicroMP3.txt,,[]
142,"However O , O since O you O 're O reading O this O review O , O you O want O to O avoid O getting O an O iPod O . O",MicroMP3.txt,,[]
143,"For O whatever O reason O . O There O is O also O a O low O number O of O people O , O like O me O , O who O love O iTunes O but O want O to O get O the O Zen O Micro O . O",MicroMP3.txt,,[]
144,I O 'll O talk O more O about O that O later O . O,MicroMP3.txt,,[]
145,"First O of O all O , O why O does O every O single O piece O of O media O library O software O that O comes O with O an O MP3 O player O suck O ? O",MicroMP3.txt,,[]
146,( O iTunes O being O an O exception O of O course O ) O . O,MicroMP3.txt,,[]
147,"The O Creative O MediaSource O software B-aspect that O comes O with O the O Zen O Micro O is O cluttered O , O and O excludes O my O favorite O feature B-aspect in O iTunes O , O the O ability O to O automatically O copy O everything O you O import O into O a O certain O folder O . O",MicroMP3.txt,"software[-2], feature[-2][u] ","['software', 'feature']"
148,I O like O to O keep O all O of O my O Mp3s O in O one O folder O and O manually O doing O this O is O a O pain O . O,MicroMP3.txt,,[]
149,"Bottomline O , O do O n't O even O bother O with O the O software O that O comes O with O the O Zen O Micro O . O",MicroMP3.txt,,[]
150,NAGATIVES O of O the O player B-aspect itself O : O You O need O to O do O a O little O work O before O having O full O enjoyement O of O this O player B-aspect . O,MicroMP3.txt,Player[-1] ,['player']
151,1 O . O,MicroMP3.txt,,[]
152,Set O the O sensitivity O of O the O touch O pad O to O LOW O . O,MicroMP3.txt,,[]
153,"Also O , O as O soon O as O you O select O a O song O and O set O your O desired O volume O level O , O put O the O player O on O HOLD O . O",MicroMP3.txt,,[]
154,"Even O on O the O LOW O sensitivy O level O , O a O slight O touch O can O skip O or O pause O the O track O . O",MicroMP3.txt,sensitivy[-1] ,['sensitive']
155,2 O . O,MicroMP3.txt,,[]
156,Update O the O firmware O which O can O be O found O on O the O Creative O web O site O . O,MicroMP3.txt,,[]
157,This O fixes O some O glitches O such O as O the O player B-aspect freezing O . O,MicroMP3.txt,player[-2],['player']
158,POSITIVES O : O Reasons O for O getting O the O Zen O Micro O instead O of O the O iPod O : O 1 O . O,MicroMP3.txt,,[]
159,The O battery B-aspect is O removable O . O,MicroMP3.txt,battery[+2] ,['battery']
160,You O can O buy O a O new O battery O for O 49.99 O . O,MicroMP3.txt,,[]
161,"With O the O iPod O , O if O the O battery O has O reached O it O 's O life O span O ( O after O about O a O year O ) O , O and O you O did O n't O buy O the O warranty O from O the O store O , O you O need O to O buy O a O NEW O player O . O",MicroMP3.txt,,[]
162,2 O . O,MicroMP3.txt,,[]
163,fm B-aspect radio I-aspect built O in O ( O Howard O Stern O ) O . O,MicroMP3.txt,FM radio[+1] ,['fm radio']
164,3 O . O,MicroMP3.txt,,[]
165,Record O memos O using O the O built O in O microphone B-aspect . O,MicroMP3.txt,microphone[+1] ,['microphone']
166,4 O . O,MicroMP3.txt,,[]
167,The O player O looks B-aspect SO O much O better O when O you O 're O actually O holding O it O . O,MicroMP3.txt,looks[+2] ,['looks']
168,The O photos O do O n't O do O it O justice O . O,MicroMP3.txt,,[]
169,"The O back B-aspect of O the O player O is O nice O too O , O with O water O ripples O inside O the O clear O white O coating O . O",MicroMP3.txt,back[+2] ,['back']
170,5 O . O,MicroMP3.txt,,[]
171,You O can O use O it O as O a O storage B-aspect Hard O Drive O . O,MicroMP3.txt,storage[+2] ,['storage']
172,"Now O , O about O the O iTunes O . O",MicroMP3.txt,,[]
173,I O have O no O problem O using O iTunes B-aspect with O the O Zen O Micro O ( O in O a O makeshift O sorta O way O ) O . O,MicroMP3.txt,iTunes[+1] ,['iTunes']
174,This O is O what O I O do O : O I O copy O all O the O music O I O want O to O import O to O the O Zen O Micro O into O an O iTunes O play O list O . O,MicroMP3.txt,,[]
175,"After O that O , O you O connect O your O Zen O Micro O and O open O My O Computer O . O",MicroMP3.txt,,[]
176,"Click O on O `` O Zen O Micro O Media O Explorer O '' O and O then O click O on O `` O Transfer O Data O Between O PC O and O Device O '' O after O that O , O a O File O Explorer O window O opens O . O",MicroMP3.txt,,[]
177,And O all O you O do O is O select O all O the O tracks O in O the O iTunes O playlist O and O drag O them O to O the O File O Explorer O window O . O,MicroMP3.txt,,[]
178,"It O 's O not O as O seamless O as O if O you O were O to O use O an O iPod O , O but O it O only O takes O a O few O seconds O longer O . O",MicroMP3.txt,,[]
179,"So O yeah O , O you O can O have O the O best O of O both O worlds O . O",MicroMP3.txt,,[]
180,"* O Of O Course O , O if O you O 've O BOUGHT O tracks O from O iTunes O , O this O wo O n't O work O . O",MicroMP3.txt,,[]
181,You O can O only O copy O songs O you O 've O downloaded O for O free O or O ripped O from O a O CD O . O,MicroMP3.txt,,[]
182,**I O honestly O do O n't O see O the O point O of O buying O songs O from O iTunes O when O there O are O so O many O free O alternatives O . O,MicroMP3.txt,,[]
183,"But O if O you O get O that O `` O fuzzy O legal O feeling O '' O from O paying O for O songs O , O at O least O buy O them O from O allofmp3.com O , O there O are O no O restrictions O and O the O songs O cost O pennies O . O",MicroMP3.txt,,[]
184,I O 'm O addicted O to O music O . O,MicroMP3.txt,,[]
185,I O 'm O also O somewhat O of O an O audiophile O . O,MicroMP3.txt,,[]
186,Mp3 O players O are O like O a O blessing O and O a O curse O for O people O like O me O . O,MicroMP3.txt,,[]
187,"On O the O one O hand O , O you O have O the O ability O to O store O and O plays O over O 1000 O songs O on O one O little O piece O of O machine O . O",MicroMP3.txt,,[]
